day,population,activities,time,time_in_minutes
Year 2014_Monday til Friday,60 - 74 years, Travel related to changing locality,0:50,50
Year 2014_Monday til Friday,Luxembourgish,Personal care,11:06,666
Year 2014_Monday til Friday,Luxembourgish,Sleep,8:23,503
Year 2014_Monday til Friday,Luxembourgish,Eating,1:46,106
Year 2014_Monday til Friday,Luxembourgish,Other personal care,0:58,58
Year 2014_Monday til Friday,Luxembourgish,Employment,7:28,448
Year 2014_Monday til Friday,Luxembourgish, Main job,7:37,457
Year 2014_Monday til Friday,Luxembourgish, Job seeking,2:42,162
Year 2014_Monday til Friday,Luxembourgish, Second job,4:52,292
Year 2014_Monday til Friday,Luxembourgish,Study,6:21,381
Year 2014_Monday til Friday,Luxembourgish, School or university,5:36,336
Year 2014_Monday til Friday,Luxembourgish, Homework,2:11,131
Year 2014_Monday til Friday,Luxembourgish, Free time study,1:23,83
Year 2014_Monday til Friday,Luxembourgish,Household and family care,3:07,187
Year 2014_Monday til Friday,Luxembourgish, Food management,1:03,63
Year 2014_Monday til Friday,Luxembourgish, Household upkeep,1:05,65
Year 2014_Monday til Friday,Luxembourgish, Making and care for textiles,0:57,57
Year 2014_Monday til Friday,Luxembourgish, Gardening and pet care,1:19,79
Year 2014_Monday til Friday,Luxembourgish, Construction and repairs,2:00,120
Year 2014_Monday til Friday,Luxembourgish, Shopping and services (excluding online services),1:10,70
Year 2014_Monday til Friday,Luxembourgish, Household management (excluding online services),0:44,44
Year 2014_Monday til Friday,Luxembourgish, Childcare (less than 17 years) ,1:36,96
Year 2014_Monday til Friday,Luxembourgish, Help to an adult household member ,1:38,98
Year 2014_Monday til Friday,Luxembourgish,Voluntary work and meetings,2:27,147
Year 2014_Monday til Friday,Luxembourgish, Organisational work ,2:15,135
Year 2014_Monday til Friday,Luxembourgish, Informal help to other households,2:10,130
Year 2014_Monday til Friday,Luxembourgish,Participatory activities,2:17,137
Year 2014_Monday til Friday,Luxembourgish,Social life and entertainment  ,1:15,75
Year 2014_Monday til Friday,Luxembourgish, Sociability,0:39,39
Year 2014_Monday til Friday,Luxembourgish, Visiting and receiving visitors,1:23,83
Year 2014_Monday til Friday,Luxembourgish, Culture,2:05,125
Year 2014_Monday til Friday,Luxembourgish, Entertainment ,1:55,115
Year 2014_Monday til Friday,Luxembourgish, Resting — Time out,0:30,30
Year 2014_Monday til Friday,Luxembourgish,Sports and outdoor activities ,1:44,104
Year 2014_Monday til Friday,Luxembourgish, Sports,1:40,100
Year 2014_Monday til Friday,Luxembourgish,Outdoor activities ,3:39,219
Year 2014_Monday til Friday,Luxembourgish,Hobbies and games,1:37,97
Year 2014_Monday til Friday,Luxembourgish, Arts,1:16,76
Year 2014_Monday til Friday,Luxembourgish, Collecting,0:50,50
Year 2014_Monday til Friday,Luxembourgish, Computing,1:23,83
Year 2014_Monday til Friday,Luxembourgish, Games,1:27,87
Year 2014_Monday til Friday,Luxembourgish,Media,2:34,154
Year 2014_Monday til Friday,Luxembourgish, Reading,0:55,55
Year 2014_Monday til Friday,Luxembourgish," TV, video and dvd",2:19,139
Year 2014_Monday til Friday,Luxembourgish," Listening to radio, music",0:38,38
Year 2014_Monday til Friday,Luxembourgish,Travel,1:39,99
Year 2014_Monday til Friday,Luxembourgish, Travel related to eating,0:31,31
Year 2014_Monday til Friday,Luxembourgish, Travel to/from work,1:02,62
Year 2014_Monday til Friday,Luxembourgish, Travel related to study,1:19,79
Year 2014_Monday til Friday,Luxembourgish, Travel related to household care,0:56,56
Year 2014_Monday til Friday,Luxembourgish, Travel related to voluntary work and meetings ,0:50,50
Year 2014_Monday til Friday,Luxembourgish, Travel related to social life,0:56,56
Year 2014_Monday til Friday,Luxembourgish, Travel related to sports,0:35,35
Year 2014_Monday til Friday,Luxembourgish, Travel related to changing locality,1:02,62
Year 2014_Monday til Friday,Portuguese,Personal care,11:31,691
Year 2014_Monday til Friday,Portuguese,Sleep,8:57,537
Year 2014_Monday til Friday,Portuguese,Eating,1:46,106
Year 2014_Monday til Friday,Portuguese,Other personal care,0:51,51
Year 2014_Monday til Friday,Portuguese,Employment,7:44,464
Year 2014_Monday til Friday,Portuguese, Main job,7:48,468
Year 2014_Monday til Friday,Portuguese, Job seeking,0:37,37
Year 2014_Monday til Friday,Portuguese, Second job,4:05,245
Year 2014_Monday til Friday,Portuguese,Study,7:06,426
Year 2014_Monday til Friday,Portuguese, School or university,5:39,339
Year 2014_Monday til Friday,Portuguese, Homework,2:11,131
Year 2014_Monday til Friday,Portuguese, Free time study,1:44,104
Year 2014_Monday til Friday,Portuguese,Household and family care,2:50,170
Year 2014_Monday til Friday,Portuguese, Food management,1:15,75
Year 2014_Monday til Friday,Portuguese, Household upkeep,1:12,72
Year 2014_Monday til Friday,Portuguese, Making and care for textiles,0:59,59
Year 2014_Monday til Friday,Portuguese, Gardening and pet care,1:14,74
Year 2014_Monday til Friday,Portuguese, Construction and repairs,1:39,99
Year 2014_Monday til Friday,Portuguese, Shopping and services (excluding online services),1:11,71
Year 2014_Monday til Friday,Portuguese, Household management (excluding online services),0:32,32
Year 2014_Monday til Friday,Portuguese, Childcare (less than 17 years) ,1:27,87
Year 2014_Monday til Friday,Portuguese, Help to an adult household member ,2:09,129
Year 2014_Monday til Friday,Portuguese,Voluntary work and meetings,1:44,104
Year 2014_Monday til Friday,Portuguese, Organisational work ,,
Year 2014_Monday til Friday,Portuguese, Informal help to other households,1:38,98
Year 2014_Monday til Friday,Portuguese,Participatory activities,2:09,129
Year 2014_Monday til Friday,Portuguese,Social life and entertainment  ,0:58,58
Year 2014_Monday til Friday,Portuguese, Sociability,0:39,39
Year 2014_Monday til Friday,Portuguese, Visiting and receiving visitors,0:57,57
Year 2014_Monday til Friday,Portuguese, Culture,2:50,170
Year 2014_Monday til Friday,Portuguese, Entertainment ,1:38,98
Year 2014_Monday til Friday,Portuguese, Resting — Time out,0:27,27
Year 2014_Monday til Friday,Portuguese,Sports and outdoor activities ,1:49,109
Year 2014_Monday til Friday,Portuguese, Sports,1:47,107
Year 2014_Monday til Friday,Portuguese,Outdoor activities ,2:30,150
Year 2014_Monday til Friday,Portuguese,Hobbies and games,1:26,86
Year 2014_Monday til Friday,Portuguese, Arts,2:34,154
Year 2014_Monday til Friday,Portuguese, Collecting,,
Year 2014_Monday til Friday,Portuguese, Computing,1:10,70
Year 2014_Monday til Friday,Portuguese, Games,1:18,78
Year 2014_Monday til Friday,Portuguese,Media,2:31,151
Year 2014_Monday til Friday,Portuguese, Reading,0:46,46
Year 2014_Monday til Friday,Portuguese," TV, video and dvd",2:26,146
Year 2014_Monday til Friday,Portuguese," Listening to radio, music",0:34,34
Year 2014_Monday til Friday,Portuguese,Travel,1:33,93
Year 2014_Monday til Friday,Portuguese, Travel related to eating,0:40,40
Year 2014_Monday til Friday,Portuguese, Travel to/from work,1:14,74
Year 2014_Monday til Friday,Portuguese, Travel related to study,1:19,79
Year 2014_Monday til Friday,Portuguese, Travel related to household care,0:55,55
Year 2014_Monday til Friday,Portuguese, Travel related to voluntary work and meetings ,1:00,60
Year 2014_Monday til Friday,Portuguese, Travel related to social life,0:45,45
Year 2014_Monday til Friday,Portuguese, Travel related to sports,0:36,36
Year 2014_Monday til Friday,Portuguese, Travel related to changing locality,,
Year 2014_Monday til Friday,Other nationalities,Personal care,10:56,656
Year 2014_Monday til Friday,Other nationalities,Sleep,8:12,492
Year 2014_Monday til Friday,Other nationalities,Eating,1:49,109
Year 2014_Monday til Friday,Other nationalities,Other personal care,0:56,56
Year 2014_Monday til Friday,Other nationalities,Employment,7:47,467
Year 2014_Monday til Friday,Other nationalities, Main job,8:00,480
Year 2014_Monday til Friday,Other nationalities, Job seeking,2:47,167
Year 2014_Monday til Friday,Other nationalities, Second job,2:32,152
Year 2014_Monday til Friday,Other nationalities,Study,6:12,372
Year 2014_Monday til Friday,Other nationalities, School or university,6:04,364
Year 2014_Monday til Friday,Other nationalities, Homework,1:46,106
Year 2014_Monday til Friday,Other nationalities, Free time study,1:40,100
Year 2014_Monday til Friday,Other nationalities,Household and family care,2:47,167
Year 2014_Monday til Friday,Other nationalities, Food management,1:01,61
Year 2014_Monday til Friday,Other nationalities, Household upkeep,1:00,60
Year 2014_Monday til Friday,Other nationalities, Making and care for textiles,0:49,49
Year 2014_Monday til Friday,Other nationalities, Gardening and pet care,0:49,49
Year 2014_Monday til Friday,Other nationalities, Construction and repairs,1:26,86
Year 2014_Monday til Friday,Other nationalities, Shopping and services (excluding online services),1:02,62
Year 2014_Monday til Friday,Other nationalities, Household management (excluding online services),0:40,40
Year 2014_Monday til Friday,Other nationalities, Childcare (less than 17 years) ,1:58,118
Year 2014_Monday til Friday,Other nationalities, Help to an adult household member ,1:02,62
Year 2014_Monday til Friday,Other nationalities,Voluntary work and meetings,2:03,123
Year 2014_Monday til Friday,Other nationalities, Organisational work ,4:17,257
Year 2014_Monday til Friday,Other nationalities, Informal help to other households,1:50,110
Year 2014_Monday til Friday,Other nationalities,Participatory activities,1:25,85
Year 2014_Monday til Friday,Other nationalities,Social life and entertainment  ,1:01,61
Year 2014_Monday til Friday,Other nationalities, Sociability,0:35,35
Year 2014_Monday til Friday,Other nationalities, Visiting and receiving visitors,1:20,80
Year 2014_Monday til Friday,Other nationalities, Culture,2:08,128
Year 2014_Monday til Friday,Other nationalities, Entertainment ,1:44,104
Year 2014_Monday til Friday,Other nationalities, Resting — Time out,0:26,26
Year 2014_Monday til Friday,Other nationalities,Sports and outdoor activities ,1:36,96
Year 2014_Monday til Friday,Other nationalities, Sports,1:36,96
Year 2014_Monday til Friday,Other nationalities,Outdoor activities ,,
Year 2014_Monday til Friday,Other nationalities,Hobbies and games,1:16,76
Year 2014_Monday til Friday,Other nationalities, Arts,1:31,91
Year 2014_Monday til Friday,Other nationalities, Collecting,,
Year 2014_Monday til Friday,Other nationalities, Computing,1:06,66
Year 2014_Monday til Friday,Other nationalities, Games,1:19,79
Year 2014_Monday til Friday,Other nationalities,Media,2:20,140
Year 2014_Monday til Friday,Other nationalities, Reading,0:58,58
Year 2014_Monday til Friday,Other nationalities," TV, video and dvd",2:09,129
Year 2014_Monday til Friday,Other nationalities," Listening to radio, music",0:39,39
Year 2014_Monday til Friday,Other nationalities,Travel,1:41,101
Year 2014_Monday til Friday,Other nationalities, Travel related to eating,0:29,29
Year 2014_Monday til Friday,Other nationalities, Travel to/from work,1:06,66
Year 2014_Monday til Friday,Other nationalities, Travel related to study,1:10,70
Year 2014_Monday til Friday,Other nationalities, Travel related to household care,0:55,55
Year 2014_Monday til Friday,Other nationalities, Travel related to voluntary work and meetings ,0:43,43
Year 2014_Monday til Friday,Other nationalities, Travel related to social life,1:06,66
Year 2014_Monday til Friday,Other nationalities, Travel related to sports,0:34,34
Year 2014_Monday til Friday,Other nationalities, Travel related to changing locality,,
Year 2014_Monday til Friday,Single person household,Personal care,10:37,637
Year 2014_Monday til Friday,Single person household,Sleep,7:54,474
Year 2014_Monday til Friday,Single person household,Eating,1:44,104
Year 2014_Monday til Friday,Single person household,Other personal care,0:59,59
Year 2014_Monday til Friday,Single person household,Employment,7:56,476
Year 2014_Monday til Friday,Single person household, Main job,8:05,485
Year 2014_Monday til Friday,Single person household, Job seeking,2:12,132
Year 2014_Monday til Friday,Single person household, Second job,,
Year 2014_Monday til Friday,Single person household,Study,5:04,304
Year 2014_Monday til Friday,Single person household, School or university,7:11,431
Year 2014_Monday til Friday,Single person household, Homework,2:32,152
Year 2014_Monday til Friday,Single person household, Free time study,1:21,81
Year 2014_Monday til Friday,Single person household,Household and family care,1:27,87
Year 2014_Monday til Friday,Single person household, Food management,0:39,39
Year 2014_Monday til Friday,Single person household, Household upkeep,0:41,41
Year 2014_Monday til Friday,Single person household, Making and care for textiles,0:38,38
Year 2014_Monday til Friday,Single person household, Gardening and pet care,1:21,81
Year 2014_Monday til Friday,Single person household, Construction and repairs,0:51,51
Year 2014_Monday til Friday,Single person household, Shopping and services (excluding online services),0:48,48
Year 2014_Monday til Friday,Single person household, Household management (excluding online services),0:40,40
Year 2014_Monday til Friday,Single person household, Childcare (less than 17 years) ,,
Year 2014_Monday til Friday,Single person household, Help to an adult household member ,,
Year 2014_Monday til Friday,Single person household,Voluntary work and meetings,1:45,105
Year 2014_Monday til Friday,Single person household, Organisational work ,5:20,320
Year 2014_Monday til Friday,Single person household, Informal help to other households,1:21,81
Year 2014_Monday til Friday,Single person household,Participatory activities,1:16,76
Year 2014_Monday til Friday,Single person household,Social life and entertainment  ,1:07,67
Year 2014_Monday til Friday,Single person household, Sociability,0:41,41
Year 2014_Monday til Friday,Single person household, Visiting and receiving visitors,0:49,49
Year 2014_Monday til Friday,Single person household, Culture,2:10,130
Year 2014_Monday til Friday,Single person household, Entertainment ,1:55,115
Year 2014_Monday til Friday,Single person household, Resting — Time out,0:20,20
Year 2014_Monday til Friday,Single person household,Sports and outdoor activities ,1:55,115
Year 2014_Monday til Friday,Single person household, Sports,1:55,115
Year 2014_Monday til Friday,Single person household,Outdoor activities ,,
Year 2014_Monday til Friday,Single person household,Hobbies and games,1:12,72
Year 2014_Monday til Friday,Single person household, Arts,1:13,73
Year 2014_Monday til Friday,Single person household, Collecting,,
Year 2014_Monday til Friday,Single person household, Computing,1:00,60
Year 2014_Monday til Friday,Single person household, Games,1:09,69
Year 2014_Monday til Friday,Single person household,Media,2:15,135
Year 2014_Monday til Friday,Single person household, Reading,0:51,51
Year 2014_Monday til Friday,Single person household," TV, video and dvd",2:13,133
Year 2014_Monday til Friday,Single person household," Listening to radio, music",0:21,21
Year 2014_Monday til Friday,Single person household,Travel,1:36,96
Year 2014_Monday til Friday,Single person household, Travel related to eating,0:31,31
Year 2014_Monday til Friday,Single person household, Travel to/from work,1:01,61
Year 2014_Monday til Friday,Single person household, Travel related to study,0:43,43
Year 2014_Monday til Friday,Single person household, Travel related to household care,0:45,45
